title,category,nltk_len,spacy_len,spacy_embed_len
Chepkemei joins Edinburgh line-up,bbc_sport,6,6,6
Celtic make late bid for Bellamy,bbc_sport,9,11,11
Real in talks over Gravesen move,bbc_sport,12,14,15
Cole refuses to blame van Persie,bbc_sport,13,14,14
Souness delight at Euro progress,bbc_sport,10,11,11
Jol joy at 'professional' Cup win,bbc_sport,16,17,17
Lions blow to World Cup stars,bbc_sport,22,24,25
Healey targets England comeback,bbc_sport,22,24,26
Bortolami predicts dour contest,bbc_sport,9,10,10
O'Connor aims to grab opportunity,bbc_sport,13,14,16
England 'to launch ref protest',bbc_sport,13,14,14
Wood - Ireland can win Grand Slam,bbc_sport,10,12,12
Henman hopes ended in Dubai,bbc_sport,11,12,12
Scots suffer another injury blow,bbc_sport,10,12,12
Mirza shocks Kuznetsova,bbc_sport,16,18,19
Henman overcomes rival Rusedski,bbc_sport,12,14,14
Moore questions captaincy,bbc_sport,15,16,16
O'Connell rejects Lions rumours,bbc_sport,22,23,23
Dawson set for new Wasps contract,bbc_sport,8,9,9
Borders 19-20 Ulster,bbc_sport,16,22,22
Owen delighted with Real display,bbc_sport,12,13,13
Downing injury mars Uefa victory,bbc_sport,16,16,17
Blackburn v Burnley,bbc_sport,28,28,29
Redknapp's Saints face Pompey tie,bbc_sport,16,18,18
Stuart joins Norwich from Addicks,bbc_sport,15,15,15
El Guerrouj targets cross country,bbc_sport,12,13,14
Sprinter Walker quits athletics,bbc_sport,7,8,8
London hope over Chepkemei,bbc_sport,6,7,7
Wenger keeping faith with Almunia,bbc_sport,35,36,37
Redknapp poised for Saints,bbc_sport,14,16,16
Hearts of Oak 3-2 Cotonsport,bbc_sport,11,12,12
Hereford 1-1 Doncaster,bbc_sport,5,10,10
Mourinho to escape FA charge,bbc_sport,24,25,25
Holmes feted with further honour,bbc_sport,7,8,9
Greek sprinters suspended by IAAF,bbc_sport,13,14,14
SA return to Mauritius,bbc_sport,11,13,13
Cup holders Man Utd visit Everton,bbc_sport,7,9,10
Rush future at Chester uncertain,bbc_sport,8,9,9
SFA awaits report over Mikoliunas,bbc_sport,17,18,18
Scrum-half Williams rejoins Bath,bbc_sport,9,10,10
Campbell to be Lions consultant,bbc_sport,12,13,16
Ireland call up uncapped Campbell,bbc_sport,16,18,19
Murray to make Cup history,bbc_sport,10,12,13
Teenager Tait picked for England,bbc_sport,7,9,9
Wilkinson return 'unlikely',bbc_sport,13,15,15
Ferrero eyes return to top form,bbc_sport,22,22,25
Harinordoquy suffers France axe,bbc_sport,10,13,13
Safin slumps to shock Dubai loss,bbc_sport,7,8,8
Hantuchova in Dubai last eight,bbc_sport,15,17,18
Dal Maso in to replace Bergamasco,bbc_sport,5,7,8
Ireland v USA (Sat),bbc_sport,14,18,19
Lions blow to World Cup winners,bbc_sport,22,24,25
Bath faced with Tindall ultimatum,bbc_sport,8,9,9
Rangers seal Old Firm win,bbc_sport,21,24,24
Ferguson fears Milan cutting edge,bbc_sport,23,24,24
Candela completes Bolton switch,bbc_sport,9,10,10
Tottenham bid &#163;8m for Forest duo,bbc_sport,4,6,6
Bekele sets sights on world mark,bbc_sport,11,11,11
Collins appeals against drugs ban,bbc_sport,7,7,7
Hitzlsperger waiting on O'Leary,bbc_sport,6,8,8
Bristol City 2-1 Milton Keynes,bbc_sport,5,11,11
Mourinho plots impressive course,bbc_sport,38,41,41
Mourinho takes swipe at Arsenal,bbc_sport,8,9,9
London Irish 19-33 Wasps,bbc_sport,16,21,21
Liverpool pledge to keep Gerrard,bbc_sport,24,25,25
Spain coach faces racism inquiry,bbc_sport,11,13,13
Greek duo cleared in doping case,bbc_sport,19,21,21
Van Nistelrooy set to return,bbc_sport,11,12,12
Gatlin and Hayes win Owen awards,bbc_sport,7,9,9
Holmes is hit by hamstring injury,bbc_sport,9,11,12
Holmes back on form in Birmingham,bbc_sport,35,38,39
Israeli club look to Africa,bbc_sport,6,7,7
Parry puts Gerrard 'above money',bbc_sport,68,76,78
Hearts 2-1 Livingston,bbc_sport,18,26,26
Henman & Murray claim LTA awards,bbc_sport,9,11,11
Hewitt fights back to reach final,bbc_sport,21,24,24
Moya fights back for Indian title,bbc_sport,8,8,8
Prop Jones ready for hard graft,bbc_sport,18,20,21
Preview: Ireland v England (Sun),bbc_sport,20,25,26
Angry Williams rejects criticism,bbc_sport,18,19,21
Clijsters could play Aussie Open,bbc_sport,11,12,12
Clijsters hope on Aussie Open,bbc_sport,11,12,12
Scotland v Italy (Sat),bbc_sport,14,19,20
Hewitt falls to Dent,bbc_sport,7,8,8
Hewitt overcomes wobble in Sydney,bbc_sport,19,20,21
Corry backs skipper Robinson,bbc_sport,24,25,25
Officials respond in court row,bbc_sport,9,10,10
Connors' rallying cry for British tennis,bbc_sport,37,36,37
Clyde 0-5 Celtic,bbc_sport,17,25,25
Barcelona title hopes hit by loss,bbc_sport,9,10,10
Irish finish with home game,bbc_sport,8,22,22
GB select Holmes for double bid,bbc_sport,24,26,29
Thanou bullish over drugs hearing,bbc_sport,17,18,18
Radcliffe tackles marathon tasks,bbc_sport,40,40,40
Moyes U-turn on Beattie dismissal,bbc_sport,20,21,23
Johnson too strong for GB runners,bbc_sport,5,6,6
Everton's Weir cools Euro hopes,bbc_sport,7,8,8
Wenger rules out new keeper,bbc_sport,10,12,12
Murray returns to Scotland fold,bbc_sport,5,6,8
Wenger shock at Newcastle dip,bbc_sport,16,17,17
Davies favours Gloucester future,bbc_sport,7,8,8
TV calls after Carroll error,bbc_sport,26,26,29
Anelka apologises for criticism,bbc_sport,23,24,24
Man Utd through after Exeter test,bbc_sport,17,23,23
Campbell rescues Arsenal,bbc_sport,20,29,30
Man Utd stroll to Cup win,bbc_sport,25,27,27
IAAF will contest Greek decision,bbc_sport,16,18,18
Kluft impressed by Sotherton form,bbc_sport,5,5,5
Radcliffe enjoys winning comeback,bbc_sport,10,11,11
Bees handed potential Man Utd tie,bbc_sport,16,17,18
Iranian misses Israel match,bbc_sport,7,8,9
Koubek suspended after drugs test,bbc_sport,5,6,6
Nadal puts Spain 2-0 up,bbc_sport,40,81,82
Davenport dismantles young rival,bbc_sport,27,29,30
France v Wales (Sat),bbc_sport,14,17,18
Stevens named in England line-up,bbc_sport,10,12,14
Rochus shocks Coria in Auckland,bbc_sport,8,9,9
Henson stakes early Lions claim,bbc_sport,30,33,36
Murphy: That was a bruising battle,bbc_sport,25,27,29
Bortolami predicts dour contest,bbc_sport,9,10,10
Johansson takes Adelaide victory,bbc_sport,6,7,7
Serena ends Sania Mirza's dream,bbc_sport,14,15,15
Woodward eyes Brennan for Lions,bbc_sport,9,11,11
Safin plays down Wimbledon hopes,bbc_sport,29,30,31
Sydney return for Henin-Hardenne,bbc_sport,5,8,8
Highbury tunnel players in clear,bbc_sport,22,23,23
England's defensive crisis grows,bbc_sport,9,11,11
Collins named UK Athletics chief,bbc_sport,20,21,22
What now for Kelly Holmes?,bbc_sport,36,38,39
Greek sprinters 'won't run again',bbc_sport,10,11,11
Lewis-Francis turns to Christie,bbc_sport,11,12,13
Reds sink 10-man Magpies,bbc_sport,13,20,20
Hamm bows out for US,bbc_sport,9,10,10
Ferguson rues failure to cut gap,bbc_sport,8,9,9
Ferguson hails Man Utd's resolve,bbc_sport,8,8,9
Fear will help France - Laporte,bbc_sport,8,9,9
Wales coach elated with win,bbc_sport,17,17,17
Yachvili savours France comeback,bbc_sport,15,16,16
Newcastle line up Babayaro,bbc_sport,5,7,7
Bates seals takeover,bbc_sport,28,30,30
Bomb threat at Bernabeu stadium,bbc_sport,12,14,14
Relay squad thrilled with honours,bbc_sport,18,20,20
Holmes starts 2005 with GB events,bbc_sport,6,7,7
Gebrselassie in London triple bid,bbc_sport,6,7,7
Kenteris denies faking road crash,bbc_sport,14,14,15
Kewell waits as injury drags on,bbc_sport,6,7,7
Finnan says Irish can win group,bbc_sport,14,15,17
Edgy Agassi struggles past Dent,bbc_sport,23,27,27
Roche 'turns down Federer offer',bbc_sport,6,8,8
Pountney handed ban and fine,bbc_sport,5,6,6
Worcester v Sale (Fri),bbc_sport,3,7,7
Clijsters set for February return,bbc_sport,8,8,8
Injury sidelines Philippoussis,bbc_sport,5,6,6
O'Driscoll/Gregan lead Aid stars,bbc_sport,14,17,17
Dementieva prevails in Hong Kong,bbc_sport,9,10,11
Campese berates whingeing England,bbc_sport,26,28,28
Leeds v Saracens (Fri),bbc_sport,7,7,7
Hingis to make unexpected return,bbc_sport,9,10,10
Williams says he will never quit,bbc_sport,15,16,15
Federer joins all-time greats,bbc_sport,23,29,29
Roddick splits from coach Gilbert,bbc_sport,12,14,14
Republic to face China and Italy,bbc_sport,10,11,11
McCall earns Tannadice reprieve,bbc_sport,22,23,24
Radcliffe eyes hard line on drugs,bbc_sport,9,10,10
Holmes starts 2005 with GB events,bbc_sport,6,7,7
Tulu to appear at Caledonian run,bbc_sport,6,6,6
Balco case trial date pushed back,bbc_sport,10,13,13
Pearce keen on succeeding Keegan,bbc_sport,9,11,11
Dunne keen to commit to Man City,bbc_sport,13,15,15
Robben and Cole earn Chelsea win,bbc_sport,12,21,21
Laporte tinkers with team,bbc_sport,14,15,15
Newcastle 27-27 Gloucester,bbc_sport,10,15,16
Vickery out of Six Nations,bbc_sport,14,17,17
Thomas out of Six Nations,bbc_sport,20,21,22
Almagro continues Spanish surge,bbc_sport,6,7,7
Chelsea hold Arsenal,bbc_sport,21,30,29
Ferguson rues failure to cut gap,bbc_sport,8,9,9
GB quartet get cross country call,bbc_sport,8,9,9
Costin aims for comeback in 2006,bbc_sport,40,42,47
Butler strikes gold in Spain,bbc_sport,7,8,8
White admits to Balco drugs link,bbc_sport,14,15,16
IAAF awaits Greek pair's response,bbc_sport,11,12,12
Parry relishes Anfield challenge,bbc_sport,34,47,48
Weir poised for Sunderland move,bbc_sport,7,8,9
Ferdinand casts doubt over Glazer,bbc_sport,14,15,15
Slovakia reach Hopman Cup final,bbc_sport,10,10,10
Hewitt survives Nalbandian epic,bbc_sport,15,17,18
Classy Henman makes winning start,bbc_sport,21,22,25
Harinordoquy suffers France axe,bbc_sport,10,13,13
Hingis hints at playing comeback,bbc_sport,7,8,8
Martinez sees off Vinci challenge,bbc_sport,6,7,7
Robinson answers critics,bbc_sport,18,19,19
Serena becomes world number two,bbc_sport,6,7,7
Sella wants Michalak recall,bbc_sport,24,25,26
Parker misses England clash,bbc_sport,13,16,16
Slovakia seal Hopman Cup success,bbc_sport,14,15,16
Moya emotional after Davis Cup win,bbc_sport,25,27,28
Roddick in talks over new coach,bbc_sport,7,8,8
Philippoussis doubt over Open bid,bbc_sport,12,13,13
Premier League planning Cole date,bbc_sport,15,16,17
Newry to fight cup exit in courts,bbc_sport,12,13,16
Time to get tough on friendlies?,bbc_sport,20,24,24
IAAF to rule on Greek sprint pair,bbc_sport,12,14,14
Trial date is set for Balco case,bbc_sport,13,14,14
Wada will appeal against ruling,bbc_sport,8,11,11
Collins calls for Chambers return,bbc_sport,10,11,11
Disappointed Scott in solid start,bbc_sport,9,11,11
Old Firm pair handed suspensions,bbc_sport,15,17,17
Real will finish abandoned match,bbc_sport,13,14,14
Melzer shocks Agassi in San Jose,bbc_sport,14,15,15
O'Gara revels in Ireland victory,bbc_sport,22,23,24
Hodgson shoulders England blame,bbc_sport,25,26,27
Baron Kinnock makes Lords debut,bbc_politics,16,17,17
Howard taunts Blair over splits,bbc_politics,19,24,24
Donor attacks Blair-Brown 'feud',bbc_politics,17,22,23
Cardinal criticises Iraq war cost,bbc_politics,15,18,18
BNP leader Nick Griffin arrested,bbc_politics,9,11,11
Anglers 'could face prosecution',bbc_politics,17,21,21
Green fear for transport ballot,bbc_politics,11,13,13
Guantanamo man 'suing government',bbc_politics,25,29,29
Brown shrugs off economy fears,bbc_politics,25,31,31
Blair moves to woo Jewish voters,bbc_politics,19,23,23
Galloway targets 'New Labour' MP,bbc_politics,15,20,20
Election deal faltered over Heath role,bbc_politics,24,27,27
Parties' plans for council tax,bbc_politics,17,18,18
UK troops on Ivory Coast standby,bbc_politics,9,10,10
Council tax rise 'reasonable',bbc_politics,24,26,26
New drink limit 'would cut toll',bbc_politics,22,24,24
Clarke to press on with ID cards,bbc_politics,19,22,22
Boris opposes mayor apology,bbc_politics,14,16,17
Assembly ballot papers 'missing',bbc_politics,16,17,18
Howard and Blair tax pledge clash,bbc_politics,10,12,12
How political squabbles snowball,bbc_politics,30,37,37
New UKIP defection to 'Veritas',bbc_politics,12,15,15
Howard dismisses Tory tax fears,bbc_politics,17,19,20
Labour's election love-in,bbc_politics,21,27,27
"No election TV debate, says Blair",bbc_politics,7,7,7
Campaign 'cold calls' questioned,bbc_politics,25,29,29
Brown names 16 March for Budget,bbc_politics,8,9,9
Drive to 'save' festive holidays,bbc_politics,10,11,11
Minimum rate for foster parents,bbc_politics,13,17,17
Boothroyd calls for Lords speaker,bbc_politics,13,15,15
Taxes must be trusted - Kennedy,bbc_politics,18,23,23
CSA chief who 'quit' still in job,bbc_politics,20,27,27
Tory expert denies defeat warning,bbc_politics,7,8,8
Goldsmith: 'I was not leant on',bbc_politics,24,26,27
Blair to face trust issue head on,bbc_politics,10,12,12
Howard denies split over ID cards,bbc_politics,22,27,27
"CSA 'could close', says minister",bbc_politics,17,21,21
Blunkett row should end - Blair,bbc_politics,21,24,25
Muslims discuss election concerns,bbc_politics,19,24,24
Report attacks defence spending,bbc_politics,13,16,16
Tory leader quits legal position,bbc_politics,22,26,27
David Blunkett in quotes,bbc_politics,14,14,14
Labour seeks to quell feud talk,bbc_politics,17,22,22
The memory driving Brown's mission,bbc_politics,15,18,18
Labour MPs' fears over squabbling,bbc_politics,18,22,24
Defection timed to hit tax pledge,bbc_politics,22,23,23
Blair looks to election campaign,bbc_politics,20,25,25
Blair stresses prosperity goals,bbc_politics,16,20,21
'No more concessions' on terror,bbc_politics,21,25,27
Commons hunt protest charges,bbc_politics,21,25,25
Howard attacks cost of asylum,bbc_politics,23,26,27
Blair 'damaged' by Blunkett row,bbc_politics,15,18,18
Lib Dems highlight problem debt,bbc_politics,15,17,18
UKIP outspent Labour on EU poll,bbc_politics,7,7,7
MPs issued with Blackberry threat,bbc_politics,6,8,8
Talks aim to avert pension strike,bbc_politics,18,20,20
Labour battle plan 'hides Blair',bbc_politics,21,25,26
Lib Dems target first-time buyers,bbc_politics,22,26,26
MP's shock at long lost daughter,bbc_politics,17,19,22
Brown outlines third term vision,bbc_politics,13,14,15
Child access laws shake-up,bbc_politics,22,25,25
No to Royal succession shake-up,bbc_politics,13,17,17
Ministers deny care sums 'wrong',bbc_politics,12,15,15
Tories unveil quango blitz plans,bbc_politics,17,20,20
Tory leader unveils spending plan,bbc_politics,23,26,26
'Poll Idols' face first hurdles,bbc_politics,30,36,35
'Debate needed' on donations cap,bbc_politics,16,17,17
UKIP's secret weapon?,bbc_politics,42,48,48
'Best person' for top legal job,bbc_politics,16,18,19
'Debate needed' on donations cap,bbc_politics,16,17,17
Guantanamo pair's passport ban,bbc_politics,15,20,21
Visa decision 'every 11 minutes',bbc_politics,11,12,12
Straw praises Kashmir moves,bbc_politics,13,15,15
Kilroy launches 'Veritas' party,bbc_politics,40,49,50
Muslim police stops 'more likely',bbc_politics,21,23,23
Parties warned over 'grey vote',bbc_politics,16,18,18
Conservative MP defects to Labour,bbc_politics,12,14,14
Campbell returns to election team,bbc_politics,14,17,19
Stalemate in pension strike talks,bbc_politics,18,21,21
Royal couple watch nation's mood,bbc_politics,18,21,21
UK heading wrong way - Howard,bbc_politics,26,26,26
EU fraud clampdown urged,bbc_politics,15,15,15
Opposition grows to house arrests,bbc_politics,20,23,24
Blair hails Turkey-EU talks deal,bbc_politics,11,14,14
EU China arms ban 'to be lifted',bbc_politics,16,18,18
Kennedy looks to election gains,bbc_politics,16,21,21
Peers debate Crown succession law,bbc_politics,13,14,15
Conservative backing for ID cards,bbc_politics,15,18,18
Howard rejects BNP's claim,bbc_politics,13,13,15
New rules tackle 'sham weddings',bbc_politics,25,28,28
Iraqis win death test case probe,bbc_politics,21,26,26
Hewitt decries 'career sexism',bbc_politics,23,24,24
Tsunami debt deal to be announced,bbc_politics,6,8,8
Security papers 'found in street',bbc_politics,9,11,11
Plaid MP's cottage arson claim,bbc_politics,19,22,22
Kinnock to urge reform in Lords,bbc_politics,10,10,11
Brown targets OAPs and homebuyers,bbc_politics,28,33,33
Sainsbury's Labour election gift,bbc_politics,7,8,8
Boateng to step down at election,bbc_politics,16,17,19
Budget to set scene for election,bbc_politics,17,19,21
Chancellor rallies Labour voters,bbc_politics,23,27,27
TV debate urged for party chiefs,bbc_politics,16,20,20
Profile: Gordon Brown,bbc_politics,28,36,37
Will the Budget bring out smiling voters?,bbc_politics,13,17,18
"UK needs tax cuts, Tories insist",bbc_politics,15,17,16
'Last chance' warning for voters,bbc_politics,9,8,10
"Protect whistleblowers, TUC says",bbc_politics,13,15,15
Councils 'must find Gypsy sites',bbc_politics,18,19,19
Blair congratulates Bush on win,bbc_politics,20,23,23
Crisis 'ahead in social sciences',bbc_politics,9,11,11
Watchdog probes e-mail deletions,bbc_politics,16,19,20
Labour pig poster 'anti-Semitic',bbc_politics,14,16,16
Custody death rate 'shocks' MPs,bbc_politics,17,20,20
Mallon wades into NE vote battle,bbc_politics,20,23,24
Ministers 'naive' over phone-taps,bbc_politics,15,18,18
Tories opposing 24-hour drinking,bbc_politics,16,18,18
Blair rejects Tory terror offer,bbc_politics,18,23,23
Lib Dems demand new inquiry,bbc_politics,11,12,13
Lawyer attacks anti-terror laws,bbc_politics,18,22,22
Escaped prisoner report ordered,bbc_politics,28,31,31
Labour trio 'had vote-rig factory',bbc_politics,21,24,25
EU rules 'won't stop UK spending',bbc_politics,18,22,22
Brown comes out shooting,bbc_politics,15,20,20
Tory candidate quits over remark,bbc_politics,13,14,15
Sayeed to stand down as Tory MP,bbc_politics,12,14,14
MPs demand 'Budget leak' answers,bbc_politics,10,12,12
Howard's unfinished business,bbc_politics,35,39,37
US casino 'tricks' face ban in UK,bbc_politics,14,16,16
Kennedy criticises 'unfair' taxes,bbc_politics,13,16,16
Abortion not a poll issue - Blair,bbc_politics,19,23,22
Plan to give elderly care control,bbc_politics,20,24,24
Blair returns from peace mission,bbc_politics,15,17,17
Chancellor rallies Labour voters,bbc_politics,11,14,14
Turkey deal 'to help world peace',bbc_politics,12,15,15
UK set to cut back on embassies,bbc_politics,16,19,19
Labour plans maternity pay rise,bbc_politics,16,19,19
Talks held on Gibraltar's future,bbc_politics,6,8,8
New foot and mouth action urged,bbc_politics,13,17,18
Schools to take part in mock poll,bbc_politics,10,12,12
Lib Dems target the student vote,bbc_politics,19,24,25
February poll claim 'speculation',bbc_politics,11,11,12
'Hitler' row over Welsh arts cash,bbc_politics,24,27,28
Mrs Howard gets key election role,bbc_politics,13,16,16
Brown ally rejects Budget spree,bbc_politics,20,24,25
Howard unveils election platform,bbc_politics,21,26,28
Police urge pub closure power,bbc_politics,22,25,25
Tories pledge free sports lessons,bbc_politics,9,11,11
Lib Dems predict 'best ever poll',bbc_politics,6,7,7
Blair prepares to name poll date,bbc_politics,8,11,11
"UK heading wrong way, says Howard",bbc_politics,26,26,26
UK rebate 'unjustified' - Chirac,bbc_politics,30,33,35
Labour MP praises Tory campaign,bbc_politics,11,12,12
Observers to monitor UK election,bbc_politics,16,20,20
Blair 'up for it' ahead of poll,bbc_politics,18,22,22
Ex-PM Lord Callaghan dies aged 92,bbc_politics,28,31,32
Brown calls for Â£5.5bn Aids fund,bbc_politics,20,23,24
Tories reject rethink on axed MP,bbc_politics,23,25,25
Hospital suspends 'no Welsh' plan,bbc_politics,18,21,21
McConnell details Scots wave toll,bbc_politics,12,14,15
"Petrol duties frozen, Brown says",bbc_politics,11,12,13
Labour chooses Manchester,bbc_politics,10,13,13
Crucial decision on super-casinos,bbc_politics,8,10,10
Borders rail link campaign rally,bbc_politics,11,13,13
Blair's hope for Blunkett return,bbc_politics,8,9,9
Tory expert denies defeatism,bbc_politics,7,8,8
Regiments' group in poll move,bbc_politics,16,19,19
Correction agency plans dropped,bbc_politics,15,18,18
Thousands join strike in Wales,bbc_politics,24,26,26
'Errors' doomed first Dome sale,bbc_politics,13,15,15
PM apology over jailings,bbc_politics,21,24,24
Game warnings 'must be clearer',bbc_politics,21,23,23
Faith schools citizenship warning,bbc_politics,11,14,14
Blunkett tells of love and pain,bbc_politics,16,19,20
'UK will stand firm on EU rebate',bbc_politics,9,11,11
Top Tories on Lib Dem 'hit list',bbc_politics,11,13,13
UK 'discriminated against Roma',bbc_politics,15,20,20
Howard attacks 'pay later' Budget,bbc_politics,17,19,21
Brown's poll campaign move denied,bbc_politics,12,14,14
Whitehall cuts 'ahead of target',bbc_politics,11,14,14
Voters 'don't trust politicians',bbc_politics,17,21,22
Lib Dems unveil election slogan,bbc_politics,21,23,25
Howard pitches for UK ethnic vote,bbc_politics,12,14,14
Brown ally rejects Budget spree,bbc_politics,20,24,25
Housing plans criticised by MPs,bbc_politics,17,18,18
Ministers lose slopping out case,bbc_politics,18,21,21
Police chief backs drinking move,bbc_politics,22,25,25
Howard rebuts asylum criticisms,bbc_politics,23,25,27
Fox attacks Blair's Tory 'lies',bbc_politics,17,20,21
Top judge clashes with ministers,bbc_politics,21,23,25
Tutu's Guantanamo release call,bbc_politics,20,21,23
Row over 'police' power for CSOs,bbc_politics,19,21,22
Clarke plans migrant point scheme,bbc_politics,15,17,17
Blunkett unveils policing plans,bbc_politics,19,23,23
Gurkhas to help tsunami victims,bbc_politics,10,12,12
"Nat Insurance to rise, say Tories",bbc_politics,17,19,19
Choose hope over fear - Kennedy,bbc_politics,17,20,20
Tsunami 'won't divert Africa aid',bbc_politics,13,15,15
"School sport 'is back', says PM",bbc_politics,16,19,20
Visa row mandarin made Sir John,bbc_politics,15,19,20
EU referendum question unveiled,bbc_politics,22,24,24
Blunkett hints at election call,bbc_politics,3,4,4
Labour accused of 'EU propaganda',bbc_politics,22,27,26
Brown names 16 March for Budget,bbc_politics,9,11,11
Lib Dems unveil women's manifesto,bbc_politics,20,24,24
"Act on detention ruling, UK urged",bbc_politics,15,17,17
BAA support ahead of court battle,bbc_politics,14,17,17
Kennedy questions trust of Blair,bbc_politics,12,14,15
Lib Dems stress Budget trust gap,bbc_politics,23,27,27
At a glance: Tory health checks,bbc_politics,20,27,27
Labour faces 'cold calls' inquiry,bbc_politics,27,32,33
Malik rejects all-black MP lists,bbc_politics,14,17,18
Kilroy-Silk attacked with slurry,bbc_politics,24,29,29
Falconer rebuts 'charade' claims,bbc_politics,20,25,25
Cherie accused of attacking Bush,bbc_politics,12,14,14
Profile: David Miliband,bbc_politics,9,11,11
E-University 'disgraceful waste',bbc_politics,12,14,14
Abbas 'will not tolerate' attacks,bbc_politics,14,16,16
Lib Dems' new election PR chief,bbc_politics,7,8,8
Clarke defends terror detentions,bbc_politics,19,21,21
Kilroy unveils immigration policy,bbc_politics,6,8,8
Kennedy questions trust of Blair,bbc_politics,12,14,15
Leaders meet over Turkish EU bid,bbc_politics,9,10,10
Blair backs 'pre-election budget',bbc_politics,18,22,24
Campbell: E-mail row 'silly fuss',bbc_politics,27,31,34
Anti-terror plan faces first test,bbc_politics,19,25,25
Mandelson warning to BBC,bbc_politics,14,17,17
Howard denies split over ID cards,bbc_politics,22,27,27
Pakistani women 'must not hide',bbc_politics,20,24,24
'No-one can define new hunt ban',bbc_politics,16,19,19
Minimum wage increased to Â£5.05,bbc_politics,114,142,143
Economy focus for election battle,bbc_politics,16,19,19
Labour's Cunningham to stand down,bbc_politics,6,8,8
Cabinet anger at Brown cash raid,bbc_politics,14,17,17
Blair backs 'pre-election budget',bbc_politics,18,22,24
Brown outlines third term vision,bbc_politics,13,14,15
Blair ready to call election,bbc_politics,15,18,19
Hunt ban support is 'in decline',bbc_politics,8,10,10
MPs' murder sentence concern,bbc_politics,21,26,27
Mayor will not retract Nazi jibe,bbc_politics,18,20,20
UK helps raped Rwandan women,bbc_politics,9,12,12
Blair 'pressing US on climate',bbc_politics,10,13,13
Former NI minister Scott dies,bbc_politics,14,16,16
Women MPs reveal sexist taunts,bbc_politics,20,23,25
Concerns at school diploma plan,bbc_politics,22,25,25
Tories attack burglar 'U-turns',bbc_politics,18,20,20
Voters 'reject EU by two to one',bbc_politics,12,15,15
Jack Cunningham to stand down,bbc_politics,6,8,8
Probe launched on Ken Nazi jibe,bbc_politics,11,14,16
Tories unveil quango blitz plans,bbc_politics,14,17,17
Straw to attend Auschwitz service,bbc_politics,11,12,13
Labour targets 'hardcore truants',bbc_politics,17,19,20
Brown visits slum on Africa trip,bbc_politics,9,11,11
Jowell confirms casino climbdown,bbc_politics,15,17,17
Tories attack EU asylum moves,bbc_politics,20,24,24
Hatfield executives go on trial,bbc_politics,10,10,10
MP attacked by muggers in Kenya,bbc_politics,11,13,13
Galloway plea for hostage release,bbc_politics,10,12,12
UK pledges Â£1bn to vaccine effort,bbc_politics,10,13,13
'EU referendum could cost Â£80m',bbc_politics,8,8,9
Howard hits back at mongrel jibe,bbc_politics,27,30,31
Labour's four little words,bbc_politics,15,18,19
Blair joins school sailing trip,bbc_politics,17,19,20
"Analysis: No pain, no gain?",bbc_politics,30,36,36
Tories outlining policing plans,bbc_politics,15,20,20
Tories urge 'change at the top',bbc_politics,10,12,12
Child access law shake-up planned,bbc_politics,20,25,25
Terror suspects face house arrest,bbc_politics,18,26,26
Guantanamo four questioned,bbc_politics,21,23,24
Candidate resigns over BNP link,bbc_politics,8,8,8
Final hunts held as ban looms,bbc_politics,16,22,22
Guantanamo four free in weeks,bbc_politics,25,28,28
Blair says mayor should apologise,bbc_politics,19,22,22
UK 'needs true immigration data',bbc_politics,10,12,12
Blunkett sorry over murder plan,bbc_politics,17,22,22
Drink remark 'acts as diversion',bbc_politics,24,27,28
Clarke faces ID cards rebellion,bbc_politics,17,22,23
'Few ready' for information act,bbc_politics,10,13,13
Jamieson issues warning to bigots,bbc_politics,16,19,20
Blair to face MPs amid feud talk,bbc_politics,12,16,16
Woolf murder sentence rethink,bbc_politics,12,15,15
Butler launches attack on Blair,bbc_politics,27,29,31
Protesters plan airport challenge,bbc_politics,18,22,22
Howard 'truanted to play snooker',bbc_politics,15,17,18
Blair rejects Iraq advice calls,bbc_politics,20,24,24
Clarke to unveil immigration plan,bbc_politics,13,17,18
Labour accused of broken pledge,bbc_politics,21,23,25
'No UK apology' for colonial past,bbc_politics,13,16,16
Straw backs ending China embargo,bbc_politics,19,21,21
Election 'could be terror target',bbc_politics,22,25,25
Fox attacks Blair's Tory 'lies',bbc_politics,17,20,21
Teenagers to be allowed to be MPs,bbc_politics,14,15,16
Will Tory tax cuts lift spirits?,bbc_politics,16,22,22
Brown 'proud of economy record',bbc_politics,16,20,20
Blair defends terror law changes,bbc_politics,19,22,24
Pre-poll clash on tax and spend,bbc_politics,16,19,19
Parliament's record of scandal,bbc_politics,23,30,30
'Nuclear dumpsite' plan attacked,bbc_politics,15,18,18
Minister defends hunting ban law,bbc_politics,19,23,23
Police probe BNP mosque leaflet,bbc_politics,21,23,24
Short attacks US over tsunami aid,bbc_politics,11,12,12
Hunt demo at Labour meeting,bbc_politics,15,18,18
Blair sets date for Africa report,bbc_politics,10,11,11
Burglar defence guidelines issued,bbc_politics,17,21,21
Terror detainees win Lords appeal,bbc_politics,21,25,25
Blair dismisses quit claim report,bbc_politics,24,28,28
Blair sees greater Bush consensus,bbc_politics,11,15,15
Civil servants in strike ballot,bbc_politics,12,14,14
MPs assess Scots fishing industry,bbc_politics,8,10,10
Blair and Brown criticised by MPs,bbc_politics,19,21,22
Labour's 'EU propaganda',bbc_politics,22,27,26
Tories 'would cut number of MPs',bbc_politics,14,18,17
Profile: David Blunkett,bbc_politics,24,27,29
